title_1,abstract_1,subcategory_1,subsubcategory_1,title_2,abstract_2,subcategory_2,subsubcategory_2,label
Radial flow of kaon mesons in heavy ion reactions,"This work investigates the collective motion of kaons in heavy ion reactions at SIS energies (about 1-2 GeV/nucleon). A radial collective flow of $K^+$ mesons is predicted to exist in central Au + Au collisions, which manifests in a characteristic ""shoulder-arm"" shape of the transverse mass spectrum of the midrapidity $K^+$ mesons. The $K^+$ radial flow arises from the repulsive $K^+$ mean field in nuclear matter. In spite of a strong reabsorption and rescattering the attractive $K^-$ mean field leads as well to a collective radial flow of $K^-$ mesons. The $K^-$ radial flow, however, is different from that of $K^+$ mesons and can be observed by a characteristic ""concave"" structure of the transverse mass spectrum of the $K^-$ mesons emitted at midrapidity. The kaon radial flows can therefore serve as a novel tool for the investigation of kaon properties in dense nuclear matter.",nucl,nucl-th,Measurement of GEp/GMp in ep -> ep to Q2 = 5.6 GeV2,"The ratio of the electric and magnetic form factors of the proton, GEp/GMp, was measured at the Thomas Jefferson National Accelerator Facility (JLab) using the recoil polarization technique. The ratio of the form factors is directly proportional to the ratio of the transverse to longitudinal components of the polarization of the recoil proton in the elastic $\vec ep \to e\vec p$ reaction. The new data presented in this article span the range 3.5 < Q2 < 5.6 GeV2 and are well described by a linear Q2 fit. Also, the ratio QF2p/F1p reaches a constant value above Q2=2 GeV2.",nucl,nucl-ex,0
A chart for the energy levels of the square quantum well,"A chart for the quantum mechanics of a particle of mass $m$ in a one-dimensional potential well of width $w$ and depth $V_0$ is derived. The chart is obtained by normalizing energy and potential through multiplication by ${8 m}{w^2} / h^2$, and gives directly the allowed couples (potential, energy), providing insights on the relation between the parameters and the number of allowed energy levels.",physics,physics.gen-ph,Simulating the Coronal Evolution of AR 11437 using SDO/HMI Magnetograms,"The coronal magnetic field evolution of AR 11437 is simulated by applying the magnetofrictional relaxation technique of Mackay et al. (2011). A sequence of photospheric line-of-sight magnetograms produced by SDO/HMI are used to drive the simulation and continuously evolve the coronal magnetic field of the active region through a series of non-linear force-free equilibria. The simulation is started during the first stages of the active region emergence so that its full evolution from emergence to decay can be simulated. A comparison of the simulation results with SDO/AIA observations show that many aspects of the active region's observed coronal evolution are reproduced. In particular, it shows the presence of a flux rope, which forms at the same location as sheared coronal loops in the observations. The observations show that eruptions occur on 2012 March 17 at 05:09 UT and 10:45 UT and on 2012 March 20 at 14:31 UT. The simulation reproduces the first and third eruption, with the simulated flux rope erupting roughly 1 and 10 hours before the observed ejections, respectively. A parameter study is conducted where the boundary and initial conditions are varied along with the physical effects of Ohmic diffusion, hyperdiffusion and an additional injection of helicity. When comparing the simulations, the evolution of the magnetic field, free magnetic energy, relative helicity and flux rope eruption timings do not change significantly. This indicates that the key element in reproducing the coronal evolution of AR 11437 is the use of line-of-sight magnetograms to drive the evolution of the coronal magnetic field.",physics,physics.space-ph,0
Non-Markovian dynamics of a microcavity coupled to a waveguide in photonic crystals,"In this paper, the non-Markovian dynamics of a microcavity coupled to a waveguide in photonic crystals is studied based on Fano-type tight binding model. Using the exact master equation, we solve analytically and numerically the temporal evolution of the cavity coherent state and the associated physical observables. A critical transition is revealed when the coupling increase between the cavity and the waveguide. In particular, the cavity field becomes dissipationless when the coupling strength goes beyond a critical value, as a manifestation of strong non-Markovian memory effect. The result also indicates that the cavity can maintain in a coherent state with arbitrary small number of photons when it strongly couples to the waveguide at very low temperature. These properties can be measured experimentally through the photon current flowing over the waveguide in photonic crystals.",cond-mat,cond-mat.mes-hall,Collective excitation branch in the continuum of pair-condensed Fermi gases : analytical study and scaling laws,"The pair-condensed unpolarized spin-$1/2$ Fermi gases have a collective excitation branch in their pair-breaking continuum (V.A. Andrianov, V.N. Popov, 1976). We study it at zero temperature, with the eigenenergy equation deduced from the linearized time-dependent BCS theory and extended analytically to the lower half complex plane through its branch cut, calculating both the dispersion relation and the spectral weights (quasiparticle residues) of the branch. In the case of BCS superconductors, so called because the effect of the ion lattice is replaced by a short-range electron-electron interaction, we also include the Coulomb interaction and we restrict ourselves to the weak coupling limit $\Delta/\mu\to 0^+$ ($\Delta$ is the order parameter, $\mu $ the chemical potential) and to wavenumbers $q=O(1/\xi)$ where $\xi$ is the size of a pair; when the complex energy $z_q$ is expressed in units of $\Delta$ and $q$ in units of $1/\xi$, the branch follows a universal law insensitive to the Coulomb interaction. In the case of cold atoms in the BEC-BCS crossover, only a contact interaction remains, but the coupling strength $\Delta/\mu$ can take arbitrary values, and we study the branch at any wave number. At weak coupling, we predict three scales, that already mentioned $q\approx 1/\xi$, that $q\approx(\Delta/\mu)^{-1/3}/\xi$ where the real part of the dispersion relation has a minimum and that $q\approx (\mu/\Delta)/\xi\approx k_{\rm F}$ ($k_{\rm F}$ is the Fermi wave number) where the branch reaches the edge of its existence domain. Near the point where the chemical potential vanishes on the BCS side, $\mu/\Delta\to 0^+$, where $\xi\approx k_{\rm F}$, we find two scales $q\approx(\mu/\Delta)^{1/2}/\xi$ and $q\approx 1/\xi$. In all cases, the branch has a limit $2\Delta$ and a quadratic start at $q=0$. These results were obtained for $\mu>0$, where the eigenenergy equation admits at least two branch points $\epsilon_a(q)$ and $\epsilon_b(q)$ on the positive real axis, and for an analytic continuation through the interval $[\epsilon_a(q),\epsilon_b(q)] $. We find new continuum branches by performing the analytic continuation through $[\epsilon_b(q),+\infty[$ or even, for $q$ low enough, where there is a third real positive branch point $\epsilon_c(q)$, through $[\epsilon_b(q),\epsilon_c(q)]$ and $[\epsilon_c(q),+\infty[$. On the BEC side $\mu<0$ not previously studied, where there is only one real positive branch point $ \epsilon_a(q)$, we also find new collective excitation branches under the branch cut $[\epsilon_a (q),+\infty[$. For $\mu>0$, some of these new branches have a low-wavenumber exotic hypoacoustic $z_q\approx q^{3/2}$ or hyperacoustic $z_q\approx q^{4/5}$ behavior. For $\mu<0$, we find a hyperacoustic branch and a nonhypoacoustic branch, with a limit $2\Delta$ and a purely real quadratic start at $q=0$ for $\Delta/|\mu|<0.222$.",cond-mat,cond-mat.quant-gas,0
On a Conjecture of Givental,"These brief notes record our puzzles and findings surrounding Givental's recent conjecture which expresses higher genus Gromov-Witten invariants in terms of the genus-0 data. We limit our considerations to the case of a projective line, whose Gromov-Witten invariants are well-known and easy to compute. We make some simple checks supporting his conjecture.",hep,hep-th,New physics in $b \to s e^+ e^-$?,"At present, the measurements of some observables in $B \to K^* \mu^+\mu^-$ and $B_s^0 \to \phi \mu^+ \mu^-$ decays, and of $R_{K^{(*)}} \equiv {\cal B}(B \to K^{(*)} \mu^+ \mu^-)/{\cal B}(B \to K^{(*)} e^+ e^-)$, are in disagreement with the predictions of the standard model. While most of these discrepancies can be removed with the addition of new physics (NP) in $b \to s \mu^+ \mu^-$, a difference of $>\sim 1.7 \sigma$ still remains in the measurement of $R_{K^*}$ at small values of $q^2$, the dilepton invariant mass-squared. In the context of a global fit, this is not a problem. However, it does raise the question: if the true value of $R_{K^*}^{low}$ is near its measured value, what is required to explain it? In this paper, we show that, if one includes NP in $b \to s e^+ e^-$, one can generate values for $R_{K^*}^{low}$ that are within $\sim 1\sigma$ of its measured value. Using a model-independent, effective-field-theory approach, we construct many different possible NP scenarios. We also examine specific models containing leptoquarks or a $Z'$ gauge boson. Here, additional constraints from lepton-flavour-violating observables, $B_s^0$-${\bar B}_s^0$ mixing and neutrino trident production must be taken into account, but we still find a number of viable NP scenarios. For the various scenarios, we examine the predictions for $R_{K^{(*)}}$ in other $q^2$ bins, as well as for the observable $Q_5 \equiv P^{\prime\mu\mu}_5 -P^{\prime ee}_5$.",hep,hep-ph,0
"3.5 keV X-rays as the ""21 cm line"" of dark atoms, and a link to light sterile neutrinos","The recently discovered 3.5 keV X-ray line from extragalactic sources may be evidence of dark matter scatterings or decays. We show that dark atoms can be the source of the emission, through their hyperfine transitions, which would be the analog of 21 cm radiation from a dark sector. We identify two families of dark atom models that match the X-ray observations and are consistent with other constraints. In the first, the hyperfine excited state is long-lived compared to the age of the universe, and the dark atom mass is relatively unconstrained; dark atoms could be strongly self-interacting in this case. In the second, the excited state is short-lived and viable models are parameterized by the value of the dark proton-to-electron mass ratio $R$: for $R = 10^2-10^4$, the dark atom mass is predicted be in the range $350-1300$ GeV, with fine structure constant $\alpha'\cong 0.1-0.6$. In either class of models, the dark photon must be massive with $m_{\gamma'} \gtrsim$ 1 MeV and decay into $e^+ e^-$. Evidence for the model could come from direct detection of the dark atoms. In a natural extension of this framework, the dark photon could decay predominantly into invisible particles, for example $\sim 0.5$ eV sterile neutrinos, explaining the extra radiation degree of freedom recently suggested by data from BICEP2, while remaining compatible with BBN.",astro-ph,astro-ph.CO,Phase Curves of Small Bodies from the SLOAN Moving Objects Catalog,"Extensive photometric surveys are and will continue producing massive amounts of data on small bodies. Usually, these data will be sparsely obtained at arbitrary (and unknown)rotational phases. Therefore, new methods to process such data need to be developed to make the most of those large catalogs. We aim to produce a method to create phase curves of small bodies considering the uncertainties introduced by the nominal errors in the magnitudes and the effect introduced by rotational variations. We use the SLOAN Moving Objects Catalog data as a benchmark to construct phase curves of all small bodies in there, in u', g', r', i', and z' filters. We will obtain from the phase curves the absolute magnitudes and set up with them the absolute colors, which are the colors of the asteroids not affected by changes in phase angle. We select objects with $\geq3$ observations taken in at least one filter and spanned over a minimum of 5 degrees in phase angle. We developed a method that combines Monte Carlo simulations and Bayesian inference to estimate the absolute magnitudes using the HG$_{12}^*$ photometric system. We obtained almost 15\,000 phase curves, about 12,000 including all five filters. The absolute magnitudes and absolute colors are compatible with previously published data, supporting our method. The method we developed is fully automatic and well suited to be run on large amounts of data. Moreover, it includes the nominal uncertainties in the magnitudes and the whole distribution of possible rotational states of the objects producing, possibly, less precise values, i.e., larger uncertainties, but more accurate, i.e., closer to the actual value. To our knowledge, this work is the first to include the effect of rotational variations in such a manner.",astro-ph,astro-ph.IM,0
Poisson-Lie structures on the external algebra of $SL(2)$ and their quantization,All possible graded Poisson-Lie structures on the external algebra of $SL(2)$ are described. We prove that differential Poisson-Lie structures prolonging the Sklyanin brackets do not exist on $SL(2)$. There are two and only two graded Poisson-Lie structures on $SL (2)$ and neither of them can be obtained by a reduction of graded Poisson-Lie structures on the external algebra of $GL(2)$. Both of them can be quantized and as a result we get a new graded algebra of quantum right-invariant forms on $SL_q(2)$ with three generators.,hep,hep-th,Towards symmetric discretization schemes via weak boundary conditions,"The Szymanzik improvement program for gauge theories is most commonly implemented using forward finite difference corrections to the Wilson action. Central symmetric schemes naively applied, suffer from a doubling of degrees of freedom, identical to the well known fermion doubling phenomenon. And while adding a complex Wilson term remedies the problem for fermions, it does not easily transfer to real-valued gauge fields. In this talk I report on recent progress in formulating symmetric discretization schemes for classical actions of simple one-dimensional problems. They avoid doubling by exploiting the weak imposition of initial/boundary conditions. Inspired by recent work in the field of numerical analysis of partial differential equations, I construct a regularized summation-by-parts finite difference operator using boundary data based on affine coordinates. Application to a classical initial value problems with second order derivatives are presented.",hep,hep-lat,0
Neural Networks Enforcing Physical Symmetries in Nonlinear Dynamical Lattices: The Case Example of the Ablowitz-Ladik Model,"In this work we introduce symmetry-preserving, physics-informed neural networks (S-PINNs) motivated by symmetries that are ubiquitous to solutions of nonlinear dynamical lattices. Although the use of PINNs have recently attracted much attention in data-driven discovery of solutions chiefly to partial differential equations, we demonstrate that they fail at enforcing important physical laws including symmetries of solutions and conservation laws. Through the correlation of parity symmetries in both space and time of solutions to differential equations with their group equivariant representation, we construct group-equivariant NNs which respect spatio-temporal parity symmetry. Moreover, we adapt the proposed architecture to enforce different types of periodicity (or localization) of solutions to nonlinear dynamical lattices. We do so by applying S-PINNs to the completely integrable Ablowitz-Ladik model, and performing numerical experiments with a special focus on waveforms that are related to rogue structures. These include the Kuznetsov-Ma soliton, and Akhmediev breather as well as the Peregrine soliton. Our numerical results demonstrate the superiority and robustness of the proposed architecture over standard PINNs.",nlin,nlin.PS,Elliptic-rogue waves and modulational instability in nonlinear soliton equations,"We present elliptic-rogue wave solutions for integrable nonlinear soliton equations in theta functions. Unlike solutions generated on the plane wave background, these solutions depict rogue waves emerging on elliptic function backgrounds. By refining the modified squared wave function method in tandem with the Darboux-B\""acklund transformation, we establish a quantitative correspondence between elliptic-rogue waves and the modulational instability. This connection reveals that the modulational instability of elliptic function solutions triggers rational-form solutions displaying elliptic-rogue waves, whereas the modulational stability of elliptic function solutions results in the rational-form solutions exhibiting the elliptic-solitons or elliptic-breathers. Moreover, this approach enables the derivation of higher-order elliptic-rogue waves, offering a versatile framework for constructing elliptic-rogue waves and exploring modulational stability in other integrable equations.",nlin,nlin.SI,0
Slurm: fluid particle-in-cell code for plasma modeling,"With the approach of exascale computing era, particle-based models are becoming the focus of research due to their excellent scalability. We present a new code, Slurm, which implements the classic particle-in-cell algorithm for modeling magnetized fluids and plasmas. It features particle volume evolution which damps the numerical finite grid instability, and allows modeling of key physical instabilities such as Kelvin-Helmholtz and Rayleigh-Taylor. The magnetic field in Slurm is handled via the electromagnetic vector potential carried by particles. Numerical diffusion of the magnetic flux is extremely low, and the solenoidality of the magnetic field is preserved to machine precision. A double-linked list is used to carry particles, thus implementation of open boundary conditions is simple and efficient. The code is written in C++ with OpenMP multi-threading, and has no external dependencies except for Boost. It is easy to install and use on multi-core desktop computers as well as on large shared-memory machines. Slurm is an ideal tool for its primary goal, modeling of space weather events in the heliosphere. This article walks the reader through the physical model, the algorithm, and all important details of implementation. Ideally, after finishing this paper, the reader should be able to either use Slurm for solving the desired problem, or create a new fluid PIC code.",physics,physics.comp-ph,Stimulated Raman scattering in an optical parametric oscillator based on periodically poled MgO-doped stoichiometric LiTaO3,The evolution versus pump power of the spectrum of a singly resonant optical parametric oscillator based on an MgO-doped periodically poled stoichiometric lithium tantalate crystal is observed. The onset of cascade Raman lasing due to stimulated Raman scattering in the nonlinear crystal is analyzed. Spurious frequency doubling and sum-frequency generation phenomena are observed and understood. A strong reduction of the intracavity Raman scattering is obtained by a careful adjustment of the cavity losses.,physics,physics.ins-det,0
International Large Detector: Interim Design Report,"The ILD detector is proposed for an electron-positron collider with collision centre-of-mass energies from 90~\GeV~to about 1~\TeV. It has been developed over the last 10 years by an international team of scientists with the goal to design and eventually propose a fully integrated detector, primarily for the International Linear Collider, ILC. In this report the fundamental ideas and concepts behind the ILD detector are discussed and the technologies needed for the realisation of the detector are reviewed. The document starts with a short review of the science goals of the ILC, and how the goals can be achieved today with the detector technologies at hand. After a discussion of the ILC and the environment in which the experiment will take place, the detector is described in more detail, including the status of the development of the technologies foreseen for each subdetector. The integration of the different sub-systems into an integrated detector is discussed, as is the interface between the detector and the collider. This is followed by a concise summary of the benchmarking which has been performed in order to find an optimal balance between performance and cost. To the end the costing methodology used by ILD is presented, and an updated cost estimate for the detector is presented. The report closes with a summary of the current status and of planned future actions.",hep,hep-ex,A Random Matrix Study of the QCD Sign Problem,"We investigate the severity of the sign problem in a random matrix model for QCD at finite temperature T and baryon chemical potential mu. We obtain analytic expression for the average phase factor -- the measure of the severity of the sign problem at arbitrary T and mu. We observe that the sign problem becomes less severe as the temperature is increased. We also find the domain where the sign problem is maximal -- the average phase factor is zero, which is related to the pion condensation phase in the QCD with finite isospin chemical potential. We find that, in the matrix model we studied, the critical point is located inside the domain of the maximal sign problem, making the point inaccessible to conventional reweighting techniques. We observe and describe the scaling behavior of the size and shape of the pion condensation near the chiral limit.",hep,hep-lat,0
Status of reaction theory for studying rare isotopes,"Reactions are an important tool to study nuclear structure and for extracting reactions relevant for astrophysics. In this paper we focus on deuteron induced reactions which can provide information on neutron shell evolution as well as neutron capture cross sections. We review recent work on the systematic comparison of the continuum discretized coupled channel method, the adiabatic wave approximation and the Faddeev momentum-space approach. We also explore other aspects of the reaction mechanism and discuss in detail difficulties encountered in the calculations.",nucl,nucl-th,Response of CsI(Tl) scintillators over a large range in energy and atomic number of ions (Part I): recombination and delta -- electrons,"A simple formalism describing the light response of CsI(Tl) to heavy ions, which quantifies the luminescence and the quenching in terms of the competition between radiative transitions following the carrier trapping at the Tl activator sites and the electron-hole recombination, is proposed. The effect of the delta rays on the scintillation efficiency is for the first time quantitatively included in a fully consistent way. The light output expression depends on four parameters determined by a procedure of global fit to experimental data.",nucl,nucl-ex,0
Dynamics and Rheology of Ring-Linear Blend Semidilute Solutions in Extensional Flow: Modeling and Molecular Simulations,"We use Brownian dynamics (BD) simulations and single molecule experiments to investigate the influence of topological constraints and hydrodynamic interactions on the dynamics and rheology of solutions of ring-linear polymer blends at the overlap concentration. We find agreement between simulation and experiment in that rings in solution blends exhibit large conformational fluctuations, including extension overshoots in the startup of flow and tumbling and tank-treading at steady state. Ring polymer fluctuations increase with blend fraction of linear polymers and are peaked at a ring Weissenberg number $\textrm{Wi}_R \approx 1.5$. On the contrary, linear and ring polymers in pure solutions show a peak in fluctuations at the critical coil-stretch Weissenberg number $\textrm{Wi} = 0.5$. BD simulations show that extension overshoots on startup of flow are due to flow-induced intermolecular ring-linear polymer hooks, whereas fluctuations at steady state are dominated by intermolecular hydrodynamic interactions (HI). This is supported by simulations of bidisperse linear polymer solution blends, which show similar trends in conformational dynamics between rings and linear polymers with a matched contour length. Compared to BD simulations, single molecule experiments show quantitatively larger fluctuations, which could arise because experiments are performed on higher molecular weight polymers with stronger topological constraints. To this end, we have advanced the understanding of the effects of topological interactions and intermolecular HI on the dynamics of semidilute ring-linear polymer blend solutions.",physics,physics.flu-dyn,Low-Temperature Light Detectors: Neganov-Luke Amplification and Calibration,"The simultaneous measurement of phonons and scintillation light induced by incident particles in a scintillating crystal such as CaWO4 is a powerful technique for the active rejection of background induced by gamma's and beta's and even neutrons in direct Dark Matter searches. However, less than ~1% of the energy deposited in a CaWO4 crystal is detected as light. Thus, very sensitive light detectors are needed for an efficient event-by-event background discrimination. Due to the Neganov-Luke effect, the threshold of low-temperature light detectors based on semiconducting substrates can be improved significantly by drifting the photon-induced electron-hole pairs in an applied electric field. We present measurements with low-temperature light detectors based on this amplification mechanism. The Neganov-Luke effect makes it possible to improve the signal-to-noise ratio of our light detectors by a factor of ~9 corresponding to an energy threshold of ~21 eV. We also describe a method for an absolute energy calibration using a light-emitting diode.",physics,physics.ins-det,0
The Lefever-Lejeune nonlinear lattice: convergence dynamics and the structure of equilibrium states,"We consider the Lefever-Lejeune nonlinear lattice, a spatially discrete propagation-inhibition model describing the growth of vegetation densities in dry-lands. We analytically identify parametric regimes distinguishing between decay (associated with spatial extinction of vegetation patches) and potentially non-trivial time-asymptotics. To gain insight on the convergence dynamics, a stability analysis of spatially uniform states is performed, revealing the existence of a threshold for the discretization parameter which depends on the lattice parameters, below which their destabilization occurs and spatially non-uniform equilibrium states may emerge. Direct numerical simulations justified that the analytical stability criteria and parametric thresholds effectively describe the above transition dynamics and revealed the rich structure of the equilibrium set. Connections with the continuous sibling Lefever-Lejeune partial differential equation are also discussed.",nlin,nlin.PS,"A Gibbs-like measure for single-time, multi-scale energy transfer in stochastic signals and Shell Model of turbulence","A Gibbs-like approach for simultaneous multi-scale correlation functions in random, time-dependent, multiplicative processes for the turbulent energy cascade is investigated. We study the optimal log-normal Gibbs-like distribution able to describe the subtle effects induced by non-trivial time dependency on both single-scale (structure functions) and multi-scale correlation functions. We provide analytical expression for the general multi-scale correlation functions in terms of the two-point correlations between multipliers and we show that the log-normal distribution is already accurate enough to reproduce quantitatively many of the observed behavior. The main result is that non-trivial time effects renormalize the Gibbs-like effective potential necessary to describe single-time statistics. We also present a generalization of this approach to more general, non log-normal, potential. In the latter case one obtains a formal expansion of both structure functions and multi-scale correlations in terms of cumulants of all orders.",nlin,nlin.CD,0
Local information sources received the most attention from Puerto Ricans during the aftermath of Hurricane Mar\'ia,"In September 2017, Hurricane Mar\'ia made landfall across the Caribbean region as a category 4 storm. In the aftermath, many residents of Puerto Rico were without power or clean running water for nearly a year. Using both English and Spanish tweets from September 16 to October 15 2017, we investigate discussion of Mar\'ia both on and off the island, constructing a proxy for the temporal network of communication between victims of the hurricane and others. We use information theoretic tools to compare the lexical divergence of different subgroups within the network. Lastly, we quantify temporal changes in user prominence throughout the event. We find at the global level that Spanish tweets more often contained messages of hope and a focus on those helping. At the local level, we find that information propagating among Puerto Ricans most often originated from sources local to the island, such as journalists and politicians. Critically, content from these accounts overshadows content from celebrities, global news networks, and the like for the large majority of the time period studied. Our findings reveal insight into ways social media campaigns could be deployed to disseminate relief information during similar events in the future.",physics,physics.soc-ph,The Quantum Field Theory on Which the Everyday World Supervenes,"Effective Field Theory (EFT) is the successful paradigm underlying modern theoretical physics, including the ""Core Theory"" of the Standard Model of particle physics plus Einstein's general relativity. I will argue that EFT grants us a unique insight: each EFT model comes with a built-in specification of its domain of applicability. Hence, once a model is tested within some domain (of energies and interaction strengths), we can be confident that it will continue to be accurate within that domain. Currently, the Core Theory has been tested in regimes that include all of the energy scales relevant to the physics of everyday life (biology, chemistry, technology, etc.). Therefore, we have reason to be confident that the laws of physics underlying the phenomena of everyday life are completely known.",physics,physics.hist-ph,0
Estimating the molecular gas mass of low-redshift galaxies from a combination of mid-infrared luminosity and optical properties,"We present CO(J=1-0) and/or CO(J=2-1) spectroscopy for 31 galaxies selected from the ongoing MaNGA survey, obtained with multiple telescopes. This sample is combined with CO observations from the literature to study the correlation of the CO luminosities ($L_{\rm CO(1-0)}$) with the mid-infrared luminosities at 12 ($L_{12 \mu m}$) and 22 $\mu$m ($L_{\rm 22 \mu m}$), as well as the dependence of the residuals on a variety of galaxy properties. The correlation with $L_{\rm 12 \mu m}$ is tighter and more linear, but galaxies with relatively low stellar masses and blue colors fall significantly below the mean $L_{\rm CO(1-0)}-L_{\rm 12\mu m}$ relation. We propose a new estimator of the CO(1-0) luminosity (and thus the total molecular gas mass) that is a linear combination of three parameters: $L_{\rm 12 \mu m}$, $M_\ast$ and $g-r$. We show that, with a scatter of only 0.18 dex in log $(L_{\rm CO(1-0)})$, this estimator provides unbiased estimates for galaxies of different properties and types. An immediate application of this estimator to a compiled sample of galaxies with only CO(J=2-1) observations yields a distribution of the CO(J=2-1) to CO(J=1-0) luminosity ratios ($R21$) that agrees well with the distribution of real observations, in terms of both the median and the shape. Application of our estimator to the current MaNGA sample reveals a gas-poor population of galaxies that are predominantly early-type and show no correlation between molecular gas-to-stellar mass ratio and star formation rate, in contrast to gas-rich galaxies. We also provide alternative estimators with similar scatters, based on $r$ and/or $z$ band luminosities instead of $M_\ast$. These estimators serve as cheap and convenient $M_{\rm mol}$ proxies to be potentially applied to large samples of galaxies, thus allowing statistical studies of gas-related processes of galaxies.",astro-ph,astro-ph.GA,Spotting Radio Transients with the help of GPUs,"Exploration of the time-domain radio sky has huge potential for advancing our knowledge of the dynamic universe. Past surveys have discovered large numbers of pulsars, rotating radio transients and other transient radio phenomena; however, they have typically relied upon off-line processing to cope with the high data and processing rate. This paradigm rules out the possibility of obtaining high-resolution base-band dumps of significant events or of performing immediate follow-up observations, limiting analysis power to what can be gleaned from detection data alone. To overcome this limitation, real-time processing and detection of transient radio events is required. By exploiting the significant computing power of modern graphics processing units (GPUs), we are developing a transient-detection pipeline that runs in real-time on data from the Parkes radio telescope. In this paper we discuss the algorithms used in our pipeline, the details of their implementation on the GPU and the challenges posed by the presence of radio frequency interference.",astro-ph,astro-ph.IM,0
Statistical measures of complexity for strongly interacting systems,"In recent studies, new measures of complexity for nonlinear systems have been proposed based on probabilistic grounds, as the LMC measure (Phys. Lett. A {\bf 209} (1995) 321) or the SDL measure (Phys. Rev. E {\bf 59} (1999) 2). All these measures share an intuitive consideration: complexity seems to emerge in nature close to instability points, as for example the phase transition points characteristic of critical phenomena. Here we discuss these measures and their reliability for detecting complexity close to critical points in complex systems composed of many interacting units. Both a two-dimensional spatially extended problem (the 2D Ising model) and a $\infty$-dimensional (random graph) model (random Boolean networks) are analysed. It is shown that the LMC and the SDL measures can be easily generalized to extended systems but fails to detect real complexity.",nlin,nlin.AO,Secure Communication using Compound Signal from Generalized Synchronizable Chaotic Systems,"By considering generalized synchronizable chaotic systems, the drive-auxiliary system variables are combined suitably using encryption key functions to obtain a compound chaotic signal. An appropriate feedback loop is constructed in the response-auxiliary system to achieve synchronization among the variables of the drive-auxiliary and response-auxiliary systems. We apply this approach to transmit analog and digital information signals in which the quality of the recovered signal is higher and the encoding is more secure.",nlin,nlin.CD,0
Baryon production and net-proton distributions in relativistic heavy ion collisions,The higher order moments of the net-baryon distributions in relativistic heavy ion collisions are useful probes for the QCD critical point and fluctuations. We study the net-proton distributions and their moments in a simple model which considers the baryon stopping and pair production effects in the processes. It is shown that a single emission source model can explain the experimental data well. Centrality and energy dependence of the distributions and higher moments is discussed.,nucl,nucl-ex,Manifestations of Isospin in Nearest Neighbor Spacing Distributions for the f-p Model Space,"The strong interactions are charge independent. If we limit ourselves to the strong interactions, we have the isospin $T$ as a good quantum number. Here we consider the lack of level repulsion of states of different isospin and how this effect manifests in nearest neighbor spacing (NNS) histograms, which provide a visual and statistical context in which to study distributions of energy level spacings. In particular, we study nucleons in the f-p model space for the nucleus $^{44}$Ti. We also study the effect of the Coulomb interaction on the level spacing distribution.",nucl,nucl-th,0
Origin of the springs of Costa Verde beach in Lima Peru,"This paper tries to determine the origin of springs on the Costa Verde beach, located in the district of Barranco, Miraflores and Magdalena, province of Lima, Peru. These springs emerge near the shoreline, from the lower layers of a 80 meter high cliff. They have survived the process of urbanization of agricultural land, started in the early 70, which decreased the water table aquifer of Lima, and wiped the water leaks from the cliffs. To identify the source of the springs, isotopic, physical, chemical and bacteriological analysis was carried out for samples from five springs. The isotopic concentrations in waters from Costa Verde springs are depleted compared to those obtained for Lima aquifer waters, which is recharged by infiltration of the Rimac River. The measured values of those concentrations suggest that water from the Costa Verde springs should come from a direct recharge in the upper and middle basin, due to infiltration of rainfall or the river at an altitude of about 3600 m. Conductivity and temperature, measured in situ, are similar to those obtained on Lima aquifers. The laboratory analysis showed no significant levels of total or fecal coliform, discarding possible leakage from Lima sewerage.",physics,physics.geo-ph,High-resolution ARPES endstation for in-situ electronic structure investigations at SSRF,"Angle-resolved photoemission spectroscopy (ARPES) is one of the most powerful experimental techniques in condensed matter physics. Synchrotron ARPES, which uses photons with high flux and continuously tunable energy, has become particularly important. However, an excellent synchrotron ARPES system must have features such as a small beam spot, super-high energy resolution, and a user-friendly operation interface. A synchrotron beamline and an endstation (BL03U) were designed and constructed at the Shanghai Synchrotron Radiation Facility. The beam spot size at the sample position is 7.5 (V) $\mu$m $\times$ 67 (H) $\mu$m, and the fundamental photon range is 7-165 eV; the ARPES system enables photoemission with an energy resolution of 2.67 meV@21.2 eV. In addition, the ARPES system of this endstation is equipped with a six-axis cryogenic sample manipulator (the lowest temperature is 7 K) and is integrated with an oxide molecular beam epitaxy system and a scanning tunneling microscope, which can provide an advanced platform for in-situ characterization of the fine electronic structure of condensed matter.",physics,physics.ins-det,0
